job_title,required_skills,salary_usd,experience_level,industry,salary_bucket
ml ops engineer,"docker, aws, computer vision, mlops",92858.0,Se,Manufacturing,50–100K
data scientist,"docker, git, data visualization",84172.0,En,Manufacturing,50–100K
ai consultant,"gcp, linux, r, scala",66601.0,Se,Technology,50–100K
data scientist,"aws, spark, mathematics",99818.0,Se,Telecommunications,50–100K
deep learning engineer,"gcp, java, pytorch, mathematics, computer vision",96240.0,Se,Technology,50–100K
ai software engineer,"deep learning, computer vision, tableau, pytorch",72389.0,Mi,Gaming,50–100K
head of ai,"python, hadoop, azure, computer vision",118570.0,Se,Healthcare,100–150K
nlp engineer,"python, tensorflow, linux",56276.0,Mi,Telecommunications,50–100K
ai architect,"azure, nlp, scala",93369.0,Ex,Manufacturing,50–100K
data analyst,"linux, hadoop, spark, azure",115634.0,Se,Retail,100–150K
machine learning engineer,"tableau, sql, linux",215782.0,Ex,Gaming,200K+
ai specialist,"git, hadoop, pytorch, java",110858.0,Mi,Energy,100–150K
autonomous systems engineer,"kubernetes, data visualization, computer vision, sql",77926.0,En,Transportation,50–100K
ai product manager,"statistics, gcp, sql",115976.0,Ex,Energy,100–150K
principal data scientist,"tensorflow, data visualization, kubernetes, linux",71134.0,En,Manufacturing,50–100K
computer vision engineer,"statistics, spark, data visualization, git",63231.0,En,Real Estate,50–100K
ai consultant,"docker, scala, aws",96419.0,Mi,Manufacturing,50–100K
data analyst,"kubernetes, docker, tableau, python, spark",221235.0,Ex,Media,200K+
ai specialist,"sql, git, java, docker",213785.0,Ex,Energy,200K+
ai software engineer,"linux, scala, pytorch, hadoop",59378.0,En,Real Estate,50–100K
ai architect,"mlops, java, linux",61374.0,En,Consulting,50–100K
machine learning researcher,"mlops, kubernetes, python, computer vision",77579.0,En,Retail,50–100K
ai research scientist,"linux, java, data visualization, tableau",61122.0,En,Manufacturing,50–100K
machine learning engineer,"tensorflow, python, gcp, java",53318.0,Mi,Healthcare,50–100K
data engineer,"r, hadoop, data visualization",182747.0,Ex,Gaming,150–200K
head of ai,"git, kubernetes, hadoop, sql, docker",138496.0,Se,Telecommunications,100–150K
machine learning engineer,"mathematics, sql, pytorch, java, mlops",79744.0,Se,Media,50–100K
ai consultant,"hadoop, docker, mlops",133437.0,Ex,Automotive,100–150K
ai architect,"pytorch, mathematics, tableau",90174.0,En,Technology,50–100K
data scientist,"pytorch, scala, computer vision, kubernetes",87820.0,Se,Transportation,50–100K
robotics engineer,"sql, scala, aws, java, python",66990.0,Mi,Education,50–100K
machine learning engineer,"sql, linux, docker",122069.0,Se,Consulting,100–150K
computer vision engineer,"statistics, hadoop, spark, gcp",56318.0,En,Gaming,50–100K
ai product manager,"python, statistics, computer vision, azure",45830.0,En,Real Estate,<50K
nlp engineer,"computer vision, spark, sql, scala",70207.0,En,Healthcare,50–100K
ai software engineer,"linux, kubernetes, gcp",84101.0,En,Telecommunications,50–100K
ai product manager,"pytorch, sql, tensorflow, kubernetes, git",57591.0,En,Gaming,50–100K
ml ops engineer,"aws, hadoop, tableau, java, mathematics",45158.0,En,Education,<50K
head of ai,"r, java, spark",132585.0,Ex,Government,100–150K
ml ops engineer,"scala, pytorch, gcp, linux, mathematics",99055.0,Mi,Finance,50–100K
head of ai,"scala, linux, statistics, git",212847.0,Se,Real Estate,200K+
ai architect,"aws, kubernetes, tableau, computer vision, statistics",135102.0,Ex,Finance,100–150K
ml ops engineer,"data visualization, python, tensorflow",63685.0,En,Technology,50–100K
ai consultant,"tensorflow, nlp, java, deep learning, scala",122593.0,Se,Telecommunications,100–150K
ai product manager,"data visualization, scala, statistics",107056.0,Mi,Finance,100–150K
research scientist,"hadoop, gcp, data visualization",53318.0,En,Consulting,50–100K
data scientist,"data visualization, computer vision, tableau, gcp, java",90704.0,En,Healthcare,50–100K
principal data scientist,"git, spark, mlops, nlp, python",125671.0,Se,Healthcare,100–150K
research scientist,"mlops, linux, computer vision, git",62031.0,Mi,Healthcare,50–100K
data engineer,"sql, gcp, pytorch, tensorflow, python",171375.0,Ex,Automotive,150–200K
ai software engineer,"hadoop, pytorch, scala, tensorflow",69220.0,Mi,Healthcare,50–100K
research scientist,"tensorflow, kubernetes, computer vision",80383.0,En,Education,50–100K
head of ai,"tableau, hadoop, azure, data visualization",175527.0,Se,Media,150–200K
autonomous systems engineer,"java, pytorch, linux, deep learning, computer vision",141125.0,Ex,Education,100–150K
research scientist,"mlops, docker, java, azure, statistics",305621.0,Ex,Energy,200K+
robotics engineer,"r, sql, pytorch",187599.0,Ex,Finance,150–200K
ai consultant,"gcp, mlops, computer vision, data visualization",33959.0,En,Gaming,<50K
ai product manager,"hadoop, tableau, mathematics, sql, aws",229855.0,Ex,Energy,200K+
principal data scientist,"statistics, mathematics, sql, tensorflow",85361.0,Mi,Technology,50–100K
computer vision engineer,"r, tableau, java",80376.0,Se,Automotive,50–100K
principal data scientist,"python, computer vision, git",45147.0,En,Gaming,<50K
computer vision engineer,"pytorch, tableau, scala, gcp",46236.0,Mi,Retail,<50K
data engineer,"linux, pytorch, git, gcp, java",72594.0,Mi,Manufacturing,50–100K
head of ai,"git, linux, python",119767.0,Se,Energy,100–150K
machine learning researcher,"pytorch, spark, sql",141385.0,Ex,Energy,100–150K
autonomous systems engineer,"pytorch, java, tableau, gcp, azure",231393.0,Ex,Manufacturing,200K+
ai software engineer,"nlp, python, scala",58405.0,En,Media,50–100K
robotics engineer,"docker, mlops, python, spark, nlp",60440.0,En,Real Estate,50–100K
head of ai,"sql, java, linux",195647.0,Se,Energy,150–200K
data analyst,"python, tensorflow, aws, mlops",298418.0,Ex,Media,200K+
research scientist,"kubernetes, spark, pytorch",182777.0,Se,Consulting,150–200K
ai research scientist,"r, nlp, python",87006.0,Mi,Telecommunications,50–100K
machine learning engineer,"sql, computer vision, aws, pytorch, gcp",69827.0,En,Finance,50–100K
nlp engineer,"gcp, linux, python, tensorflow, java",206945.0,Ex,Energy,200K+
autonomous systems engineer,"hadoop, deep learning, statistics, azure",99795.0,En,Telecommunications,50–100K
ai software engineer,"git, sql, python, tensorflow",114667.0,Mi,Consulting,100–150K
robotics engineer,"hadoop, pytorch, linux",128576.0,Mi,Automotive,100–150K
ml ops engineer,"spark, hadoop, gcp, deep learning, statistics",60097.0,En,Telecommunications,50–100K
autonomous systems engineer,"java, gcp, sql, mlops",101978.0,Mi,Media,100–150K
ai research scientist,"kubernetes, java, scala, computer vision",353726.0,Ex,Manufacturing,200K+
ai architect,"pytorch, kubernetes, linux, computer vision",95186.0,Ex,Retail,50–100K
ai specialist,"sql, python, gcp, r",133855.0,Se,Gaming,100–150K
head of ai,"mlops, r, tableau",162221.0,Se,Energy,150–200K
ml ops engineer,"docker, python, tensorflow, statistics, pytorch",124709.0,Ex,Energy,100–150K
data scientist,"pytorch, kubernetes, mathematics, gcp, linux",58778.0,En,Automotive,50–100K
ai consultant,"java, pytorch, tensorflow",59227.0,Mi,Consulting,50–100K
nlp engineer,"sql, r, linux, aws, tensorflow",191741.0,Ex,Transportation,150–200K
computer vision engineer,"nlp, r, hadoop, tensorflow, spark",125762.0,Ex,Manufacturing,100–150K
ai software engineer,"deep learning, hadoop, r",100678.0,Mi,Automotive,100–150K
machine learning engineer,"python, spark, docker, aws",117568.0,Se,Telecommunications,100–150K
autonomous systems engineer,"scala, python, nlp",134632.0,Ex,Gaming,100–150K
robotics engineer,"pytorch, deep learning, computer vision, nlp",106560.0,Mi,Telecommunications,100–150K
ai software engineer,"docker, tensorflow, aws",94044.0,En,Healthcare,50–100K
ai research scientist,"sql, git, statistics, pytorch, java",79076.0,Se,Government,50–100K
ai software engineer,"git, azure, java",198743.0,Ex,Manufacturing,150–200K
deep learning engineer,"java, linux, data visualization, r",97175.0,Se,Telecommunications,50–100K
ai architect,"java, python, data visualization, kubernetes",64832.0,Mi,Consulting,50–100K
data engineer,"python, tensorflow, computer vision, hadoop, kubernetes",143835.0,Se,Education,100–150K
data scientist,"tensorflow, python, tableau, hadoop",181246.0,Se,Manufacturing,150–200K
principal data scientist,"docker, sql, gcp, scala, git",46950.0,Mi,Government,<50K
ai consultant,"java, hadoop, aws, mathematics, deep learning",84808.0,Se,Consulting,50–100K
ai architect,"linux, aws, git, python",153304.0,Se,Real Estate,150–200K
data analyst,"python, data visualization, mathematics",187668.0,Ex,Manufacturing,150–200K
ai specialist,"python, tensorflow, linux, java, kubernetes",72769.0,Mi,Transportation,50–100K
research scientist,"docker, git, mlops",222757.0,Ex,Real Estate,200K+
data engineer,"mathematics, scala, nlp, sql",160302.0,Ex,Retail,150–200K
nlp engineer,"pytorch, scala, python",78913.0,Mi,Energy,50–100K
research scientist,"aws, mathematics, nlp, linux",226519.0,Ex,Telecommunications,200K+
research scientist,"sql, data visualization, mlops, java",175559.0,Se,Telecommunications,150–200K
computer vision engineer,"azure, kubernetes, docker, computer vision, spark",141569.0,Se,Government,100–150K
nlp engineer,"kubernetes, scala, mathematics, nlp",164894.0,Se,Finance,150–200K
data analyst,"deep learning, hadoop, nlp",88878.0,Mi,Real Estate,50–100K
ml ops engineer,"azure, python, nlp, git, tensorflow",101624.0,Se,Consulting,100–150K
head of ai,"python, tensorflow, scala",84728.0,Mi,Healthcare,50–100K
research scientist,"azure, scala, statistics",97260.0,Ex,Manufacturing,50–100K
machine learning researcher,"kubernetes, aws, deep learning, r, spark",69936.0,Mi,Energy,50–100K
data engineer,"computer vision, mlops, docker, azure",75400.0,Mi,Transportation,50–100K
ml ops engineer,"aws, pytorch, tableau, computer vision",107195.0,En,Retail,100–150K
data scientist,"hadoop, mathematics, scala, pytorch",75537.0,Se,Real Estate,50–100K
ai research scientist,"statistics, scala, spark, java, azure",109409.0,Mi,Education,100–150K
ai consultant,"java, deep learning, sql, mlops",49641.0,En,Media,<50K
machine learning researcher,"linux, git, java, python, pytorch",60830.0,En,Manufacturing,50–100K
machine learning engineer,"sql, aws, data visualization, nlp, java",48516.0,En,Automotive,<50K
computer vision engineer,"gcp, spark, tensorflow, kubernetes",98740.0,Se,Automotive,50–100K
data scientist,"aws, sql, git",109279.0,Ex,Healthcare,100–150K
deep learning engineer,"aws, deep learning, sql",103692.0,Mi,Energy,100–150K
machine learning researcher,"azure, r, tableau, java",110492.0,Mi,Gaming,100–150K
data scientist,"pytorch, sql, python, r",226973.0,Ex,Telecommunications,200K+
autonomous systems engineer,"gcp, sql, kubernetes, r, pytorch",171987.0,Se,Education,150–200K
ai consultant,"git, gcp, mlops, deep learning, statistics",173054.0,Se,Finance,150–200K
autonomous systems engineer,"sql, hadoop, pytorch, tableau, statistics",73669.0,Mi,Finance,50–100K
ai architect,"git, python, pytorch",98984.0,Mi,Gaming,50–100K
data scientist,"pytorch, aws, java, tableau",101933.0,Mi,Education,100–150K
ai product manager,"pytorch, nlp, tableau, computer vision",107603.0,Se,Technology,100–150K
robotics engineer,"pytorch, kubernetes, computer vision",116150.0,Se,Government,100–150K
ai product manager,"computer vision, sql, nlp, hadoop, tensorflow",170702.0,Ex,Retail,150–200K
data scientist,"spark, tensorflow, java, nlp, deep learning",149281.0,Ex,Government,100–150K
data scientist,"python, git, tensorflow, java",43707.0,En,Manufacturing,<50K
ai software engineer,"r, sql, spark",85131.0,Mi,Healthcare,50–100K
ai specialist,"kubernetes, pytorch, git",85625.0,Se,Telecommunications,50–100K
computer vision engineer,"kubernetes, git, azure, gcp",127955.0,Se,Automotive,100–150K
nlp engineer,"scala, python, sql, gcp",53707.0,En,Healthcare,50–100K
deep learning engineer,"java, kubernetes, docker",152266.0,Ex,Energy,150–200K
principal data scientist,"kubernetes, nlp, python",104315.0,Mi,Technology,100–150K
ai product manager,"python, tensorflow, azure, pytorch, deep learning",49234.0,Mi,Finance,<50K
principal data scientist,"mathematics, nlp, deep learning, python",104397.0,Se,Government,100–150K
data analyst,"r, data visualization, git, gcp",117198.0,Se,Gaming,100–150K
machine learning engineer,"aws, spark, data visualization, linux",63395.0,En,Transportation,50–100K
ai specialist,"scala, r, sql, nlp, java",77545.0,En,Retail,50–100K
ai software engineer,"spark, pytorch, tensorflow, scala",161796.0,Se,Finance,150–200K
data analyst,"pytorch, gcp, data visualization, deep learning, azure",217701.0,Ex,Healthcare,200K+
deep learning engineer,"deep learning, data visualization, mlops, linux",128702.0,Se,Healthcare,100–150K
machine learning engineer,"python, gcp, data visualization",63866.0,En,Media,50–100K
data scientist,"pytorch, tableau, gcp",171813.0,Se,Energy,150–200K
research scientist,"python, data visualization, tensorflow, gcp",138694.0,Ex,Education,100–150K
autonomous systems engineer,"gcp, kubernetes, mlops, data visualization",130454.0,Mi,Education,100–150K
head of ai,"git, pytorch, spark, nlp, computer vision",145190.0,Se,Technology,100–150K
ml ops engineer,"python, git, computer vision, tensorflow",47965.0,Mi,Finance,<50K
data scientist,"python, pytorch, r",61289.0,En,Finance,50–100K
computer vision engineer,"deep learning, docker, java",73637.0,Se,Transportation,50–100K
ai architect,"gcp, scala, java, sql, deep learning",64826.0,En,Consulting,50–100K
nlp engineer,"python, data visualization, kubernetes, tensorflow, computer vision",146600.0,Ex,Media,100–150K
ai software engineer,"git, r, scala, kubernetes",172271.0,Se,Consulting,150–200K
ai specialist,"aws, kubernetes, nlp",156725.0,Ex,Media,150–200K
robotics engineer,"hadoop, git, pytorch, azure, tensorflow",94680.0,En,Transportation,50–100K
data analyst,"aws, linux, tensorflow, git",92035.0,Se,Energy,50–100K
data engineer,"data visualization, mlops, python, tensorflow",77042.0,Se,Education,50–100K
machine learning engineer,"kubernetes, java, nlp, tableau, hadoop",272652.0,Ex,Automotive,200K+
ai product manager,"data visualization, pytorch, tableau",117510.0,Mi,Media,100–150K
nlp engineer,"deep learning, git, data visualization",80985.0,En,Manufacturing,50–100K
ai architect,"git, python, nlp, linux",61352.0,Mi,Technology,50–100K
ai research scientist,"sql, linux, docker, tableau",77636.0,Se,Transportation,50–100K
research scientist,"spark, statistics, sql, python",214326.0,Se,Healthcare,200K+
data scientist,"kubernetes, java, mathematics, tensorflow, r",71473.0,Mi,Education,50–100K
head of ai,"pytorch, docker, aws, linux, java",48920.0,Mi,Consulting,<50K
data engineer,"mathematics, sql, mlops",63273.0,Mi,Finance,50–100K
ai product manager,"python, scala, tensorflow, spark, gcp",134087.0,Ex,Consulting,100–150K
